75;Kärkkäinen;Benjamin;Kankaanpää
76;Pesonen;Eerik;Kannonkoski
77;Halonen;Kalle;Kannus
78;Mikkonen;Elmeri;Karijoki
79;Johansson;Paavo;Karkkila
80;Nyman;Otto;Karstula
81;Koponen;Henrikki;Karvia
82;Peltola;Jukka;Kaskinen
83;Oksanen;Kaarlo;Kauhajoki
84;Lindholm;Markku;Kauhava
85;Vainio;Edvard;Kauniainen
86;Heiskanen;Julius;Kaustinen
87;Niskanen;Joonatan;Keitele
88;Mikkola;Aatos;Kemi
89;Koski;Vilho;Keminmaa
90;Immonen;Iisakki;Kempele
91;Honkanen;Kustaa;Kerava
92;Nurminen;Seppo;Keuruu
93;Vuorinen;Vihtori;Kihniö
94;Harju;Joonas;Kinnula
95;Kokkonen;Anders;Kirkkonummi
96;Rissanen;Rainer;Kitee
97;Määttä;Topias;Kittilä
98;Karppinen;Peter;Kiuruvesi
99;Mäki;Wilhelm;Kivijärvi
100;Laukkanen;August;Kokemäki
101;Rajala;Aarne;Kokkola
102;Juntunen;Taneli;Kolari
103;Heino;Rafael;Konnevesi
104;Rautiainen;Kari;Kontiolahti
105;Jääskeläinen;Marko;Korsnäs
106;Parviainen;Herman;Koski Tl
107;Keränen;Jussi;Kotka
108;Kangas;Esko;Kouvola
109;Hartikainen;Verneri;Kristiinankaupunki
110;Paananen;Leo;Kruunupyy
111;Leino;Timo;Kuhmo
112;Karlsson;Nikolai;Kuhmoinen
113;Mäenpää;Robert;Kumlinge
114;Lindström;Albert;Kuopio
115;Ruotsalainen;Yrjö;Kuortane
116;Martikainen;Hannu;Kurikka
117;Hakkarainen;Karl;Kustavi
118;Hyvärinen;Gustav;Kuusamo
119;Uusitalo;Gunnar;Outokumpu
120;Laurila;Fredrik;Kyyjärvi
121;Toivanen;Rikhard;Kärkölä
122;Kokko;Oskar;Kärsämäki
123;Tikkanen;Andreas;Kökar
124;Viitanen;Iivari;Kemijärvi
125;Nevalainen;Pellervo;Kemiönsaari
126;Leskinen;Aarre;Lahti
127;Salmela;Arvo;Laihia
128;Nykänen;Kasperi;Laitila
129;Makkonen;Pauli;Lapinlahti
130;Häkkinen;Eelis;Lappajärvi
131;Holopainen;Pertti;Lappeenranta
132;Kuusisto;Aaron;Lapinjärvi
133;Tamminen;Michael;Lapua
134;Eriksson;Viljo;Laukaa
135;Andersson;Olof;Lemi
136;Hietala;Pietari;Lemland
137;Härkönen;Patrik;Lempäälä
138;Korpela;Risto;Leppävirta
139;Ranta;Olli;Lestijärvi
140;Kukkonen;Ilkka;Lieksa
141;Hyvönen;Päiviö;Lieto
142;Karvonen;Niilo;Liminka
143;Jaakkola;Paavali;Liperi
144;Pasanen;Mika;Loimaa
145;Jokela;Joakim;Loppi
146;Tiainen;Jouko;Loviisa
147;Karhu;Vesa;Luhanka
148;Väänänen;Esa;Lumijoki
149;Kosonen;Henri;Lumparland
150;Saarela;Ari;Luoto
151;Sillanpää;Jorma;Luumäki
152;Malinen;William;Lohja
153;Rautio;Reino;Parainen
154;Kujala;Jeremias;Maalahti
155;Virta;Untamo;Maarianhamina
156;Lindroos;Arvid;Marttila
157;Timonen;Aleksander;Masku
158;Autio;Anselmi;Merijärvi
159;Lindqvist;Göran;Merikarvia
160;Valtonen;Arto;Miehikkälä
161;Kivelä;Gabriel;Mikkeli
162;Hokkanen;Severi;Muhos
163;Kolehmainen;Jari;Multia
164;Lampinen;Alvar;Muonio
165;Räisänen;Kauko;Mustasaari
166;Jussila;Eetu;Muurame
167;Rinne;Alfred;Mynämäki
168;Tolonen;Jan;Myrskylä
169;Nissinen;Joel;Mäntsälä
170;Nousiainen;Jouni;Mäntyharju
171;Huhtala;Eerikki;Mänttä-Vilppula
172;Vartiainen;Henry;Naantali
173;Eskelinen;Viktor;Nakkila
174;Laakkonen;Janne;Nivala
175;Koivula;Nestori;Nokia
176;Asikainen;Martin;Nousiainen
177;Koistinen;Tauno;Nurmes
178;Lepistö;Oiva;Nurmijärvi
179;Kuusela;Urho;Närpiö
180;Lindberg;Kaleva;Orimattila
181;Liimatainen;Raimo;Oripää
182;Pelkonen;Taisto;Orivesi
183;Luoma;Lennart;Oulainen
184;Tolvanen;Viljam;Oulu
185;Hautala;Tuomo;Padasjoki
186;Kyllönen;Eljas;Paimio
187;Kulmala;Veikka;Paltamo
188;Tuovinen;Kasper;Parikkala
189;Koivunen;Sulo;Parkano
190;Pietilä;Harri;Pelkosenniemi
191;Penttinen;Carl;Perho
192;Helenius;Alarik;Pertunmaa
193;Viljanen;Aaro;Petäjävesi
194;Pennanen;Axel;Pieksämäki
195;Voutilainen;Niklas;Pielavesi
196;Hietanen;Arvi;Pietarsaari
197;Hyttinen;Richard;Pedersören kunta
198;Suhonen;Ossian;Pihtipudas
199;Luukkonen;Arttu;Pirkkala
200;Huotari;Frans;Polvijärvi
201;Riikonen;Edvin;Pomarkku
202;Marttila;Krister;Pori
203;Pakarinen;Evert;Pornainen
204;Repo;Mauri;Posio
205;Karttunen;Simo;Pudasjärvi
206;Takala;Mattias;Pukkila
207;Järvenpää;Rasmus;Punkalaidun
208;Ketola;Hannes;Puolanka
209;Kumpulainen;Einar;Puumala
210;Nuutinen;Jarmo;Pyhtää
211;Haavisto;Ahti;Pyhäjoki
212;Eronen;Lars;Pyhäjärvi
213;Ronkainen;Aapeli;Pyhäntä
214;Lindgren;Eevert;Pyhäranta
215;Saastamoinen;Taavetti;Pälkäne
216;Eskola;Petter;Pöytyä
217;Myllymäki;Reijo;Porvoo
218;Eklund;Oscar;Raahe
219;Lehtimäki;Christer;Raisio
220;Auvinen;Asser;Rantasalmi
221;Huovinen;Niko;Ranua
222;Kainulainen;Waltteri;Rauma
223;Haapala;Lasse;Rautalampi
224;Penttilä;Leonard;Rautavaara
225;Vuori;Anttoni;Rautjärvi
226;Liukkonen;John;Reisjärvi
227;Paavola;Gustaf;Riihimäki
228;Helin;Eliel;Ristijärvi
229;Juvonen;Aimo;Rovaniemi
230;Keskinen;Alex;Ruokolahti
231;Komulainen;Osmo;Ruovesi
232;Hautamäki;Magnus;Rusko
233;Viitala;Stefan;Rääkkylä
234;Taskinen;Sulevi;Raasepori
235;Ollikainen;Bernhard;Saarijärvi
236;Markkanen;Verner;Salla
237;Kivimäki;Mauno;Salo
238;Ollila;Voitto;Saltvik
239;Silvennoinen;Teemu;Sauvo
240;Lähteenmäki;Mathias;Savitaipale
241;Suomalainen;Paul;Savonlinna
242;Tuomi;Aleksis;Savukoski
243;Perälä;Sami;Seinäjoki
244;Rintala;Joona;Sievi
245;Välimäki;Valentin;Siikainen
246;Sipilä;Keijo;Siikajoki
247;Kähkönen;Leevi;Siilinjärvi
248;Kuosmanen;Alpo;Simo
249;Gustafsson;Hugo;Sipoo
250;Halme;Kimmo;Siuntio
251;Nylund;Unto;Sodankylä
252;Blomqvist;Salomon;Soini
253;Kortelainen;Valter;Somero
254;Tanskanen;Vili;Sonkajärvi
255;Lehtola;Håkan;Sotkamo
256;Turpeinen;Miika;Sottunga
257;Matilainen;Jani;Sulkava
258;Hannula;Eric;Sund
259;Hytönen;Ossi;Suomussalmi
260;Kantola;Jesse;Suonenjoki
261;Meriläinen;Ukko;Sysmä
262;Lindfors;Antton;Säkylä
263;Matikainen;Aslak;Vaala
264;Jalonen;Birger;Sastamala
265;Jansson;Kai;Siikalatva
266;Helminen;Pasi;Taipalsaari
267;Holm;Kyösti;Taivalkoski
268;Kivistö;Jarkko;Taivassalo
269;Ylitalo;Åke;Tammela
270;Rytkönen;Väinämö;Tampere
271;Varis;Jyrki;Tervo
272;Kanerva;Albin;Tervola
273;Alatalo;Waldemar;Teuva
274;Väyrynen;Thomas;Tohmajärvi
275;Soininen;Harald;Toholampi
276;Tervo;Jonathan;Toivakka
277;Henriksson;Anssi;Tornio
278;Puhakka;Nils;Turku
279;Erkkilä;Teuvo;Pello
280;Pääkkönen;Edward;Tuusniemi
281;Ojanen;Patrick;Tuusula
282;Kiviniemi;Veijo;Tyrnävä
283;Pajunen;Ingmar;Ulvila
284;Tarvainen;Vilhelmi;Urjala
285;Karvinen;Mohamed;Utajärvi
286;Rauhala;Adolf;Utsjoki
287;Nyberg;Harry;Uurainen
288;Puustinen;Veeti;Uusikaarlepyy
289;Kurki;Tero;Uusikaupunki
290;Laiho;Hans;Vaasa
291;Kilpeläinen;Juuso;Valkeakoski
292;Taipale;Rudolf;Valtimo
293;Mäntylä;Eeli;Varkaus
294;Berg;Aapo;Vehmaa
295;Oinonen;Ismo;Vesanto
296;Mattsson;Alvari;Vesilahti
297;Kuisma;Aatu;Veteli
298;Lassila;Elis;Vieremä
299;Piirainen;Emanuel;Vihti
300;Kankaanpää;Uljas;Viitasaari
301;Lehikoinen;Asko;Vimpeli
302;Backman;Ali;Virolahti
303;Haapanen;Atte;Virrat
304;Räty;Aarno;Vårdö
305;Tikka;Marcus;Vöyri
306;Peltoniemi;Christoffer;Ylitornio
307;Pirinen;Kaarle;Ylivieska
308;Niiranen;Jooseppi;Ylöjärvi
309;Jaatinen;Kenneth;Ypäjä
310;Jauhiainen;Arthur;Ähtäri
311;Kivinen;Georg;Äänekoski
312;Lipponen;Heimo;Alajärvi
313;Haverinen;Sven;Alavieska
314;Parkkinen;Jonatan;Alavus
315;Moisio;Miikka;Asikkala
316;Korpi;Hjalmar;Askola
317;Keinänen;Roger;Aura
318;Kärki;Otso;Akaa
319;Pohjola;Iisak;Brändö
320;Venäläinen;Kristoffer;Eckerö
321;Kauppila;Rauno;Enonkoski
322;Vesterinen;Viking;Enontekiö
323;Kaikkonen;Tobias;Espoo
324;Ruuskanen;David;Eura
325;Ylönen;Kasimir;Eurajoki
326;Jäntti;Jere;Evijärvi
327;Valkonen;Ilpo;Finström
328;Raatikainen;Helmer;Forssa
329;Mononen;Tarmo;Föglö
330;Haataja;Eevertti;Geta
331;Sainio;Pyry;Haapajärvi
332;Holmberg;Ragnar;Haapavesi
333;Anttonen;Toni;Hailuoto
334;Järvelä;Lassi;Halsua
335;Rossi;Topi;Hamina
336;Syrjälä;Aki;Hammarland
337;Kovanen;Joni;Hankasalmi
338;Tirkkonen;Kaj;Hanko
339;Nikula;Holger;Harjavalta
340;Holmström;Yrjänä;Hartola
341;Ahokas;Valfrid;Hattula
342;Pehkonen;Asseri;Hausjärvi
343;Pekkala;Jesper;Heinävesi
344;Huuskonen;Bertel;Helsinki
345;Palomäki;Helge;Vantaa
346;Karhunen;Osvald;Hirvensalmi
347;Kuronen;Miikkael;Hollola
348;Vuorela;Nikolas;Honkajoki
349;Männistö;Leander;Huittinen
350;Tiihonen;Torsten;Humppila
351;Lilja;James;Hyrynsalmi
352;Sallinen;Sakarias;Hyvinkää
353;Muhonen;Felix;Hämeenkyrö
354;Seppä;Sauli;Hämeenlinna
355;Oikarinen;Leif;Heinola
356;Valkama;Ahmed;Ii
357;Latvala;Arne;Iisalmi
358;Alanko;Jasper;Iitti
359;Elo;Sisu;Ikaalinen
360;Konttinen;Aarni;Ilmajoki
361;Ryynänen;Luukas;Ilomantsi
362;Alanen;Jalo;Inari
363;Sirén;Cristian;Inkoo
364;Sjöblom;Samu;Isojoki
365;Simola;Anselm;Isokyrö
366;Reinikainen;Benjam;Imatra
367;Linna;Tommi;Janakkala
368;Kämäräinen;Victor;Joensuu
369;Rönkkö;Konstantin;Jokioinen
370;Soini;Miro;Jomala
371;Pöllänen;Teodor;Joroinen
372;Salomaa;Antinpoika;Joutsa
373;Pekkarinen;Max;Juuka
374;Riihimäki;Simeon;Juupajoki
375;Eloranta;Antonio;Juva
376;Keskitalo;Christopher;Jyväskylä
377;Lammi;Mats;Jämijärvi
378;Sirviö;Riku;Jämsä
379;Marttinen;Tomas;Järvenpää
380;Kari;Olav;Kaarina
381;Kiuru;Roope;Kaavi
382;Forsman;Aku;Kajaani
383;Airaksinen;Ferdinand;Kalajoki
384;Nevala;Börje;Kangasala
385;Antikainen;Walter;Kangasniemi
386;Puranen;Wiljami;Kankaanpää
387;Järvi;Taavi;Kannonkoski
388;Sutinen;Veli-Matti;Kannus
389;Sihvonen;Mauritz;Karijoki
390;Aro;Per;Karkkila
391;Lankinen;Ylermi;Karstula
392;Grönroos;Isak;Karvia
393;Haapaniemi;Miikael;Kaskinen
394;Ylinen;André;Kauhajoki
395;Uotila;Adam;Kauhava
396;Holappa;Erland;Kauniainen
397;Simonen;Alfons;Kaustinen
398;Ihalainen;Arimo;Keitele
399;Tähtinen;Jarno;Kemi
400;Paavilainen;Kim;Keminmaa
401;Toivola;Immanuel;Kempele
402;Kauppi;Ole;Kerava
403;Kauhanen;Tuukka;Keuruu
404;Aarnio;Valtter;Kihniö
405;Lehti;Iiro;Kinnula
406;Kiiskinen;Konsta;Kirkkonummi
407;Virolainen;Nuutti;Kitee
408;Sivonen;Tomi;Kittilä
409;Joensuu;Ivar;Kiuruvesi
410;Sundström;Artur;Kivijärvi
411;Snellman;Klaus;Kokemäki
412;Sormunen;Benjami;Kokkola
413;Luoto;Jonas;Kolari
414;Koivuniemi;Evald;Konnevesi
415;Friman;Perttu;Kontiolahti
416;Luostarinen;Teppo;Korsnäs
417;Eerola;Juhanpoika;Koski Tl
418;Kalliokoski;Jarl;Kotka
419;Ruohonen;Lucas;Kouvola
420;Hassinen;Matinpoika;Kristiinankaupunki
421;Törmänen;Runar;Kruunupyy
422;Westerlund;Herbert;Kuhmo
423;Tuomisto;Jakob;Kuhmoinen
424;Kotilainen;Maximilian;Kumlinge
425;Nordström;Aatto;Kuopio
426;Suvanto;Jimi;Kuortane
427;Nenonen;Nestor;Kurikka
428;Ruuska;Bengt;Kustavi
429;Sorsa;Aksel;Kuusamo
430;Laamanen;Anthony;Outokumpu
431;Sinkkonen;Stig;Kyyjärvi
432;Pietikäinen;Elmer;Kärkölä
433;Koljonen;Reinhold;Kärsämäki
434;Kiiski;Adrian;Kökar
435;Tervonen;Nicolas;Kemijärvi
436;Piiroinen;Sylvester;Kemiönsaari
437;Björklund;Eugen;Lahti
438;Nygård;Manuel;Laihia
439;Rajamäki;Kosti;Laitila
440;Pikkarainen;Tatu;Lapinlahti
441;Sinisalo;Micael;Lappajärvi
442;Tenhunen;Kurt;Lappeenranta
443;Ukkonen;Noel;Lapinjärvi
444;Suomela;Rolf;Lapua
445;Paajanen;Otava;Laukaa
446;Nyström;Ove;Lemi
447;Antila;Aatami;Lemland
448;Suomi;Sameli;Lempäälä
449;Siitonen;Urpo;Leppävirta
450;Forsström;Veli-Pekka;Lestijärvi
451;Vuorio;Esaias;Lieksa
452;Kuokkanen;Terho;Lieto
453;Lämsä;Nicholas;Liminka
454;Ekman;Saku;Liperi
455;Pöyhönen;Salomo;Loimaa
456;Laitila;Justus;Loppi
457;Vainionpää;Arnold;Loviisa
458;Neuvonen;Iikka;Luhanka
459;Lyytikäinen;Petrus;Lumijoki
460;Saarelainen;Mikonpoika;Lumparland
461;Kekkonen;Björn;Luoto
462;Huusko;Bertil;Luumäki
463;Junttila;Simon;Lohja
464;Lind;Raineri;Parainen
465;Leppälä;Ingemar;Maalahti
466;Hyytiäinen;Jeremia;Maarianhamina
467;Alho;Uuno;Marttila
468;Bergman;Lenni;Masku
469;Tahvanainen;Werner;Merijärvi
470;Jantunen;Bo;Merikarvia
471;Kujanpää;Fabian;Miehikkälä
472;Vepsäläinen;Dan;Mikkeli
473;Mäkitalo;Miko;Muhos
474;Vanhanen;Elia;Multia
475;Suutari;Aadolf;Muonio
476;Sandberg;Roland;Mustasaari
477;Jylhä;Marius;Muurame
478;Arola;Gösta;Mynämäki
479;Lempinen;Villiam;Myrskylä
480;Wikström;Jesperi;Mäntsälä
481;Hynninen;Hilding;Mäntyharju
482;Kontio;Vincent;Mänttä-Vilppula
483;Nyholm;Ilmo;Naantali
484;Tapio;Heino;Nakkila
485;Hakanen;Torvald;Nivala
486;Tuomainen;Sampo;Nokia
487;Honkala;Dimitri;Nousiainen
488;Pakkanen;Jyri;Nurmes
489;Helander;Helmeri;Nurmijärvi
490;Kääriäinen;Nooa;Närpiö
491;Närhi;Hemming;Orimattila
492;Inkinen;Elliot;Oripää
493;Saukkonen;Tenho;Orivesi
494;Hurme;Hemminki;Oulainen
495;Minkkinen;Lukas;Oulu
496;Kosunen;Tom;Padasjoki
497;Ekholm;Casimir;Paimio
498;Palonen;Mainio;Paltamo
499;Kaartinen;Ben;Parikkala
500;Pirhonen;Jan-Erik;Parkano
501;Tauriainen;Robin;Pelkosenniemi
502;Pyykkö;Tuure;Perho
503;Lukkarinen;Timonpoika;Pertunmaa
504;Rintamäki;Hassan;Petäjävesi
505;Piironen;Bror;Pieksämäki
506;Nurmela;Valo;Pielavesi
507;Puttonen;Casper;Pietarsaari
508;Söderlund;Taito;Pedersören kunta
509;Remes;Jörgen;Pihtipudas
510;Määttänen;Auvo;Pirkkala
511;Nummela;Alf;Polvijärvi
512;Itkonen;Filip;Pomarkku
513;Tukiainen;Sigurd;Pori
514;Romppanen;Elmo;Pornainen
515;Tiilikainen;Luka;Posio
516;Kautto;Zacharias;Pudasjärvi
517;Nikkanen;Manu;Pukkila
518;Selin;Abdi;Punkalaidun
519;Halttunen;Jukanpoika;Puolanka
520;Grönlund;Augusti;Puumala
521;Kananen;Ernst;Pyhtää
522;Harjula;Joachim;Pyhäjoki
523;Tossavainen;Ludvig;Pyhäjärvi
524;Välimaa;Yngve;Pyhäntä
525;Pekkanen;Usko;Pyhäranta
526;Vanhala;Reima;Pälkäne
527;Mäkilä;Jalmar;Pöytyä
528;Kalliomäki;Heikinpoika;Porvoo
529;Ryhänen;Wiljam;Raahe
530;Tammi;Jonne;Raisio
531;Koivu;Pekanpoika;Rantasalmi
532;Santala;Theodor;Ranua
533;Myllylä;Jarinpoika;Rauma
534;Pyykkönen;Torbjörn;Rautalampi
535;Koivumäki;Kaapo;Rautavaara
536;Piispanen;Eemi;Rautjärvi
537;Setälä;Julian;Reisjärvi
538;Kuitunen;Bjarne;Riihimäki
539;Tuomaala;Valto;Ristijärvi
540;Ahtiainen;Abraham;Rovaniemi
541;Saukko;Torolf;Ruokolahti
542;Ketonen;Ruben;Ruovesi
543;Happonen;Charles;Rusko
544;Lintunen;Aleksei;Rääkkylä
545;Lindeman;Altti;Raasepori
546;Nyyssönen;Miska;Saarijärvi
547;Tuomela;Urmas;Salla
548;Hellsten;Tor;Salo
549;Valtanen;Rune;Saltvik
550;Hovi;Ernesti;Sauvo
551;Kataja;Nikodemus;Savitaipale
552;Kivioja;Sigfrid;Savonlinna
553;Siekkinen;Santtu;Savukoski
554;Pietiläinen;Romeo;Seinäjoki
555;Siltanen;Valio;Sievi
556;Sundqvist;Paulus;Siikainen
557;Tuhkanen;Ralf;Siikajoki
558;Tyni;Touko;Siilinjärvi
559;Vesala;Ingvald;Simo
560;Poutanen;Bruno;Sipoo
561;Haapalainen;Luca;Siuntio
562;Kuusinen;Kaspian;Sodankylä
563;Mäntynen;Maurits;Soini
564;Hakola;Nico;Somero
565;Toikka;Hannunpoika;Sonkajärvi
566;Hakulinen;Jami;Sotkamo
567;Rämö;Into;Sottunga
568;Kangasniemi;Karinpoika;Sulkava
569;Päivärinta;Leon;Sund
570;Sivula;Boris;Suomussalmi
571;Syrjänen;Jooa;Suonenjoki
572;Piipponen;Akusti;Sysmä
573;Hellman;Vertti;Säkylä
574;Turtiainen;Aron;Vaala
575;Montonen;Ulf;Sastamala
576;Vaittinen;Joseph;Siikalatva
577;Kuivalainen;Philip;Taipalsaari
578;Peltomäki;Leopold;Taivalkoski
579;Vänskä;Ingvar;Taivassalo
580;Pellinen;Andrew;Tammela
581;Kuittinen;Ibrahim;Tampere
582;Honkonen;Kusti;Tervo
583;Piippo;Teijo;Tervola
584;Wallenius;Konrad;Teuva
585;Mykkänen;Torsti;Tohmajärvi
586;Parkkonen;Josef;Toholampi
587;Jalkanen;Maximus;Toivakka
588;Torvinen;George;Tornio
589;Jäppinen;Tommy;Turku
590;Stenberg;Omar;Pello
591;Pettersson;Niclas;Tuusniemi
592;Salin;Jussinpoika;Tuusula
593;Kärnä;Kristofer;Tyrnävä
594;Kuikka;Joosua;Ulvila
595;Valli;Isto;Urjala
596;Utriainen;Junior;Utajärvi
597;Nikkilä;Tony;Utsjoki
598;Hynynen;Werneri;Uurainen
599;Sandström;Matts;Uusikaarlepyy
600;Grönholm;Karl-Johan;Uusikaupunki
601;Hallikainen;Gerhard;Vaasa
602;Lindén;Jean;Valkeakoski
603;Talvitie;Roni;Valtimo
604;Kuparinen;Markunpoika;Varkaus
605;Räihä;Abdullahi;Vehmaa
606;Soikkeli;Sigvard;Vesanto
607;Sjöberg;Adiel;Vesilahti
608;Sippola;Andrei;Veteli
609;Jaakola;Karri;Vieremä
610;Iivonen;Karl-Erik;Vihti
611;Mähönen;Rami;Viitasaari
612;Pulli;Jacob;Vimpeli
613;Pursiainen;Elof;Virolahti
614;Herranen;Mikanpoika;Virrat
615;Nikkinen;Raine;Vårdö
616;Orava;Lari;Vöyri
617;Sairanen;Jaakoppi;Ylitornio
618;Raunio;Folke;Ylivieska
619;Lönnqvist;Aamos;Ylöjärvi
620;Männikkö;Amadeus;Ypäjä
621;Palosaari;Hemmo;Ähtäri
622;Kankkunen;Erno;Äänekoski
623;Puumalainen;Tino;Alajärvi
624;Ojanperä;Arttur;Alavieska
625;Kakko;Jannenpoika;Alavus
626;Lamberg;Sammeli;Asikkala
627;Putkonen;Arinpoika;Askola
628;Kekäläinen;Eskil;Aura
629;Rahkonen;Mohammed;Akaa
630;Tuomola;Fjalar;Brändö
631;Nordlund;Raafael;Eckerö
632;Suni;Matteus;Enonkoski
633;Vatanen;Elo;Enontekiö
634;Annala;Lee;Espoo
635;Lappi;Villehard;Eura
636;Reijonen;Raymond;Eurajoki
637;Vuorenmaa;Jens;Evijärvi
638;Pynnönen;Sixten;Finström
639;Numminen;Rurik;Forssa
640;Pellikka;Linus;Föglö
641;Tynkkynen;Alexis;Geta
642;Hukkanen;Hussein;Haapajärvi
643;Savela;Amos;Haapavesi
644;Kervinen;Gottfrid;Hailuoto
645;Olkkonen;Feliks;Halsua
646;Peltomaa;Kjell;Hamina
647;Kaukonen;Milo;Hammarland
648;Juutilainen;Uno;Hankasalmi
649;Vehviläinen;Ernest;Hanko
650;Kukkola;Edwin;Harjavalta
651;Viljakainen;Valde;Hartola
652;Naukkarinen;Orvo;Hattula
653;Öhman;Maunu;Hausjärvi
654;Isotalo;Mårten;Heinävesi
655;Katajamäki;Ola;Helsinki
656;Niskala;Okko;Vantaa
657;Kaunisto;Selim;Hirvensalmi
658;Salovaara;Visa;Hollola
659;Vauhkonen;Kauno;Honkajoki
660;Saikkonen;Aappo;Huittinen
661;Sundberg;Frank;Humppila
662;Leivo;Rickard;Hyrynsalmi
663;Suokas;Johnny;Hyvinkää
664;Pohjonen;Tiitus;Hämeenkyrö
665;Nordman;Jaakonpoika;Hämeenlinna
666;Sipola;Marco;Heinola
667;Väätäinen;Rickhard;Ii
668;Manner;Singh;Iisalmi
669;Heimonen;Mohamud;Iitti
670;Haikonen;Oula;Ikaalinen
671;Mutanen;Mico;Ilmajoki
672;Kohonen;Petrinpoika;Ilomantsi
673;Kurvinen;Harrinpoika;Inari
674;Jämsä;Atso;Inkoo
675;Pihlajamäki;Roy;Isojoki
676;Virkkunen;Tage;Isokyrö
677;Siltala;Edgar;Imatra
678;Malmberg;Dennis;Janakkala
679;Huhta;Kaino;Joensuu
680;Nissilä;Aaretti;Jokioinen
681;Pylkkänen;Juha-Pekka;Jomala
682;Kaipainen;Toimi;Joroinen
683;Palmu;Henning;Joutsa
684;Oja;Pekko;Juuka
685;Ervasti;Emmanuel;Juupajoki
686;Vainikka;Mio;Juva
687;Mannila;Knut;Jyväskylä
688;Päivinen;Aate;Jämijärvi
689;Reponen;Rauli;Jämsä
690;Mäkeläinen;Noah;Järvenpää
691;Elomaa;Panu;Kaarina
692;Lähde;Elvis;Kaavi
693;Roos;René;Kajaani
694;Haanpää;Sture;Kalajoki
695;Huhtanen;Leonardo;Kangasala
696;Poutiainen;Mario;Kangasniemi
697;Pihlaja;Sten;Kankaanpää
698;Ovaskainen;Ollinpoika;Kannonkoski
699;Kilpinen;Markonpoika;Kannus
700;Vanhatalo;Guy;Karijoki
701;Lintula;Antto;Karkkila
702;Wallin;Ronald;Karstula
703;Holma;Sampsa;Karvia
704;Kupiainen;Ariel;Kaskinen
705;Vikman;Algot;Kauhajoki
706;Mielonen;Filemon;Kauhava
707;Kovalainen;Arno;Kauniainen
708;Säkkinen;Malakias;Kaustinen
709;Lindell;Gideon;Keitele
710;Rouhiainen;Erkka;Kemi
711;Söderholm;Aarto;Keminmaa
712;Suuronen;Jaakkima;Kempele
713;Hurskainen;Karl-Gustav;Kerava
714;Kuoppala;Svante;Keuruu
715;Perttula;Aleks;Kihniö
716;Viinikainen;Michel;Kinnula
717;Blom;Severin;Kirkkonummi
718;Murto;Peetu;Kitee
719;Ovaska;Matthias;Kittilä
